code: USDA_LM_PK602_CUTOUT_PRIMAL
name: Daily USDA pork cutout and primal values
description: "Daily pork cutout and primal values from the USDA LM_PK602
  report published by the USDA Agricultural Marketing Service (AMS).
  Historical figures from USDA can be verified using the LMR datamart located 
  at http://mpr.datamart.ams.usda.gov.
  All pricing is on a per CWT (100 lbs) basis."
reference_url: http://www.ams.usda.gov/mnreports/lm_pk602.txt
frequency: daily
private: false
---
Date,Carcass Value,Loin Value,Butt Value,Picnic Value,Rib Value,Ham Value,Belly Value
05/22/2014,113.78,115.22,135.93,93.36,158.89,99.47,149.29
05/21/2014,114.92,115.84,137.06,94.43,162.97,102.84,147.94
05/20/2014,116.71,116.47,135.30,95.91,162.46,103.82,156.68
05/19/2014,114.67,116.03,136.57,90.77,158.61,103.03,149.72
05/16/2014,114.19,116.90,134.28,94.90,159.06,100.58,147.87
05/15/2014,113.23,114.14,133.18,95.51,156.96,104.63,141.15
05/14/2014,112.92,115.67,133.68,93.98,158.03,100.41,142.63
05/13/2014,111.62,115.52,132.81,93.05,150.43,101.99,136.29
05/12/2014,113.82,117.00,131.71,94.36,153.88,101.32,147.22
05/09/2014,111.73,113.77,133.24,95.50,146.84,102.20,139.47
05/08/2014,112.08,111.61,138.24,96.94,146.61,102.49,139.74
05/07/2014,111.97,114.28,137.82,96.76,150.63,99.59,138.37
05/06/2014,112.29,112.85,140.41,100.91,151.74,96.56,143.17
05/05/2014,116.02,119.30,141.77,98.07,147.24,101.32,150.66
05/02/2014,113.97,116.19,145.62,96.50,149.11,99.36,143.14
05/01/2014,113.78,119.94,146.15,97.58,145.63,98.82,136.30
04/30/2014,115.80,121.72,146.97,100.89,154.41,99.01,140.15
04/29/2014,115.07,121.91,147.57,100.37,149.84,97.98,137.40
04/28/2014,118.41,124.58,145.52,103.69,150.53,99.65,150.62
04/25/2014,116.13,123.26,145.24,100.58,151.17,99.17,142.51
04/24/2014,116.70,121.77,143.01,102.29,153.35,100.87,146.29
04/23/2014,117.41,125.36,143.07,105.21,153.29,98.09,147.03
04/22/2014,117.09,123.31,141.95,103.22,151.45,96.91,152.87
04/21/2014,119.42,124.63,140.72,102.46,149.10,99.14,163.09
04/18/2014,121.34,127.10,137.69,112.44,149.47,99.65,165.49
04/17/2014,120.08,122.61,135.08,106.20,151.80,98.94,171.31
04/16/2014,121.16,124.67,135.73,105.40,156.25,98.27,174.66
04/15/2014,121.73,121.31,134.48,105.95,153.98,98.88,184.29
04/14/2014,124.41,124.42,134.28,107.19,160.10,99.56,191.30
04/11/2014,124.76,124.03,134.30,108.07,158.25,101.01,192.57
04/10/2014,124.47,124.21,135.81,105.10,159.48,100.82,190.08
04/09/2014,126.95,127.84,136.55,108.37,166.21,98.69,198.79
04/08/2014,129.84,124.93,137.57,107.53,162.51,111.82,202.94
04/07/2014,129.85,127.43,138.61,106.53,161.28,108.62,203.53
04/04/2014,130.99,127.69,138.24,112.56,162.23,114.21,197.93
04/03/2014,129.91,123.59,141.31,105.48,160.19,114.22,202.32
04/02/2014,133.74,131.50,143.95,108.08,171.69,116.43,202.47
04/01/2014,132.63,130.88,144.71,107.03,170.88,116.29,197.91
03/31/2014,132.58,133.14,147.01,106.92,170.00,112.20,197.96
03/28/2014,131.32,133.98,147.58,100.72,171.92,113.06,191.38
03/27/2014,130.75,133.61,150.72,103.85,169.33,113.26,185.69
03/26/2014,131.91,137.67,151.25,102.44,173.72,108.14,191.81
03/25/2014,131.39,138.32,152.11,100.79,175.89,109.31,188.26
03/24/2014,131.64,142.80,152.68,101.39,173.34,107.40,185.42
03/21/2014,131.50,147.10,150.45,98.38,173.91,104.71,185.13
03/20/2014,131.26,146.16,150.05,96.78,173.75,105.23,184.51
03/19/2014,130.63,147.49,149.34,97.17,176.09,103.55,181.07
03/18/2014,130.36,145.60,149.43,95.70,173.38,107.93,178.01
03/17/2014,126.88,145.27,144.24,93.10,173.20,95.18,180.26
03/14/2014,124.75,137.43,141.58,93.05,167.43,97.92,179.73
03/13/2014,121.47,136.51,137.42,89.29,167.60,94.63,171.21
03/12/2014,120.60,135.03,132.83,86.95,164.21,95.15,172.08
03/11/2014,117.53,130.42,129.91,84.83,162.59,93.58,166.01
03/10/2014,114.94,128.64,126.15,82.62,157.88,91.85,162.90
03/07/2014,111.99,124.08,122.17,79.90,155.49,91.22,158.54
03/06/2014,110.14,122.40,118.71,76.55,154.77,90.33,155.30
03/05/2014,109.05,121.20,117.26,78.01,152.51,88.42,153.67
03/04/2014,107.54,118.60,115.06,74.79,150.68,87.93,153.53
03/03/2014,106.27,118.04,112.41,74.76,149.85,86.26,151.76
02/28/2014,105.11,115.50,112.09,72.68,151.08,86.06,149.74
02/27/2014,102.90,112.04,108.90,72.47,145.60,84.27,147.94
02/26/2014,100.60,108.46,109.05,71.53,146.87,80.90,144.29
02/25/2014,100.61,108.76,108.44,70.97,150.98,84.49,138.89
02/24/2014,99.32,108.77,106.52,69.13,147.47,82.07,138.08
02/21/2014,98.03,106.21,106.50,69.90,147.30,82.23,133.23
02/20/2014,97.68,107.54,105.77,70.37,146.80,79.31,133.91
02/19/2014,94.96,102.01,104.76,66.82,143.88,78.67,130.83
02/18/2014,95.91,101.96,104.62,66.63,145.15,81.48,132.37
02/17/2014,95.39,101.56,104.28,65.96,140.97,82.05,131.50
02/14/2014,94.33,97.78,102.78,65.15,141.27,82.45,131.37
02/13/2014,95.17,103.55,102.47,66.20,141.47,82.63,126.58
02/12/2014,93.97,101.07,101.80,66.60,145.44,77.52,129.49
02/11/2014,92.59,97.68,101.42,66.15,146.27,80.29,122.93
02/10/2014,92.92,98.02,100.22,64.31,142.87,81.25,125.10
02/07/2014,92.20,97.24,99.17,64.40,139.32,81.64,123.15
02/06/2014,90.78,100.08,97.06,62.65,145.87,74.90,121.45
02/05/2014,91.43,100.00,98.75,66.00,146.25,75.76,120.28
02/04/2014,91.52,98.05,96.53,64.86,143.80,79.16,120.30
02/03/2014,90.55,98.91,96.76,62.97,140.74,76.53,120.32
01/31/2014,89.30,96.19,96.43,61.15,142.21,76.21,118.51
01/30/2014,91.49,100.00,96.27,63.06,146.52,78.98,119.71
01/29/2014,89.87,98.47,97.12,64.77,146.76,74.71,115.97
01/28/2014,90.09,95.82,97.45,67.14,143.46,77.49,115.95
01/27/2014,89.77,96.16,98.50,64.60,139.20,77.55,116.44
01/24/2014,88.11,95.96,96.02,64.42,140.69,75.11,112.78
01/23/2014,87.61,97.25,94.90,62.62,140.46,73.73,111.54
01/22/2014,87.09,97.01,95.72,64.65,143.83,71.54,109.28
01/21/2014,87.38,95.76,94.61,65.72,141.79,72.99,110.53
01/20/2014,88.15,95.48,94.22,64.71,138.63,74.43,116.37
01/17/2014,87.51,96.57,92.97,64.35,138.99,75.13,110.81
01/16/2014,86.14,92.89,91.97,65.01,135.16,73.29,112.62
01/15/2014,84.96,91.62,91.73,63.37,134.01,70.23,113.82
01/14/2014,85.90,92.90,93.04,66.51,135.31,70.72,113.13
01/13/2014,83.17,91.35,91.60,59.10,132.14,70.41,106.24
01/10/2014,84.05,92.94,91.49,63.92,131.43,71.61,102.84
01/09/2014,84.64,89.60,92.38,65.29,131.89,71.51,110.62
01/08/2014,83.26,89.93,92.56,64.80,134.93,69.42,102.60
01/07/2014,85.36,91.97,93.65,67.09,134.64,70.54,108.82
01/06/2014,82.88,90.43,94.24,68.06,130.48,68.77,99.27
01/03/2014,82.79,90.26,93.53,66.90,131.60,68.19,99.23
01/02/2014,84.00,90.17,93.31,71.38,133.72,69.46,101.56
12/31/2013,84.37,92.40,94.86,70.98,134.61,67.62,100.71
12/30/2013,83.63,90.99,93.58,69.66,131.67,70.68,96.36
12/27/2013,82.85,89.03,92.80,70.24,128.83,70.97,97.64
12/26/2013,86.33,90.71,92.20,75.03,129.85,73.23,110.38
12/24/2013,85.89,91.08,93.63,77.45,132.48,74.52,101.54
12/23/2013,85.20,89.62,93.10,75.58,129.74,76.21,99.15
12/20/2013,85.39,87.74,91.66,72.31,129.87,80.63,100.37
12/19/2013,86.46,89.28,90.98,71.98,127.39,79.59,107.60
12/18/2013,89.05,88.07,91.48,75.03,128.35,81.07,120.41
12/17/2013,91.03,89.26,92.04,76.22,129.62,86.71,121.71
12/16/2013,91.14,89.50,91.06,76.14,127.37,87.16,121.67
12/13/2013,86.98,85.90,90.75,73.88,125.13,79.74,115.15
12/12/2013,88.13,87.61,89.96,70.86,123.00,82.53,118.71
12/11/2013,90.40,87.33,90.50,74.38,126.04,85.67,124.65
12/10/2013,91.65,87.43,92.36,74.59,127.72,90.47,121.71
12/09/2013,90.18,88.02,92.01,74.38,125.77,86.69,119.31
12/06/2013,90.32,86.19,91.26,75.03,123.88,83.80,128.05
12/05/2013,89.33,88.78,90.31,71.19,123.47,84.46,120.31
12/04/2013,89.19,88.04,90.92,76.06,128.17,80.55,121.09
12/03/2013,90.99,88.04,91.86,72.14,128.20,84.76,127.92
12/02/2013,91.53,89.75,91.81,74.25,125.10,84.42,128.98
11/29/2013,89.81,89.24,90.40,73.07,126.11,83.91,120.86
11/27/2013,88.80,91.53,89.63,72.53,130.78,78.41,119.98
11/26/2013,88.67,87.22,90.00,73.23,128.84,81.62,120.85
11/25/2013,89.18,88.18,90.22,72.72,127.40,78.59,125.25
11/22/2013,89.68,87.08,89.13,76.86,125.82,85.15,117.74
11/21/2013,90.02,91.55,88.74,70.35,128.50,83.07,123.58
11/20/2013,89.89,87.34,89.54,73.60,131.97,79.61,128.30
11/19/2013,90.96,91.22,88.27,74.50,131.73,81.17,128.20
11/18/2013,92.68,92.71,86.83,76.29,127.55,85.37,131.73
11/15/2013,91.97,90.09,86.80,75.22,128.53,85.93,126.52
11/14/2013,93.97,93.33,86.15,75.21,135.37,87.66,133.87
11/13/2013,92.19,92.45,86.75,77.27,134.86,87.04,123.51
11/12/2013,95.24,93.19,89.19,74.89,132.08,90.10,133.99
11/08/2013,94.85,94.92,88.96,73.64,132.41,92.33,128.71
11/07/2013,94.06,95.65,90.98,71.22,133.74,92.24,123.66
11/06/2013,93.58,94.10,90.92,74.09,134.24,86.47,129.98
11/05/2013,93.84,94.35,92.60,71.60,132.20,88.70,127.23
11/04/2013,94.92,95.87,92.26,71.86,131.14,91.65,128.54
11/01/2013,94.05,95.46,93.21,71.59,133.00,89.30,126.64
10/31/2013,94.05,97.23,93.76,72.15,134.66,86.62,124.76
10/30/2013,92.63,95.17,94.49,72.70,133.74,82.67,126.76
10/29/2013,94.04,94.64,94.67,71.94,134.67,88.98,127.04
10/28/2013,94.81,97.78,93.88,70.54,134.95,88.09,129.21
10/25/2013,94.33,97.17,92.12,71.54,131.61,89.29,128.73
10/24/2013,94.30,99.34,92.24,69.27,134.94,87.42,124.53
10/23/2013,93.49,97.41,93.52,70.29,130.74,82.90,130.27
10/22/2013,95.50,98.06,92.80,72.26,133.88,88.72,132.94
10/21/2013,95.65,96.66,92.69,70.13,134.94,85.83,139.12
10/18/2013,94.30,95.98,90.36,71.74,133.19,85.65,134.93
10/17/2013,95.88,99.49,89.34,71.38,133.30,84.66,141.37
09/30/2013,102.02,104.64,103.24,63.81,134.81,88.21,162.13
09/27/2013,102.06,105.82,103.13,64.50,136.32,87.54,161.34
09/26/2013,102.36,104.95,103.47,64.92,138.53,88.17,160.78
09/25/2013,101.27,102.47,104.41,65.37,139.55,87.62,156.85
09/24/2013,100.14,105.49,104.22,65.16,138.84,84.75,152.30
09/23/2013,100.14,101.82,104.93,63.22,140.16,86.62,155.28
09/20/2013,100.26,101.35,104.40,62.90,136.29,88.38,155.66
09/19/2013,99.30,103.11,102.75,64.32,137.50,84.57,153.86
09/18/2013,99.52,102.02,102.34,65.39,138.88,85.76,152.84
09/17/2013,98.61,101.15,102.62,63.37,136.08,84.92,152.65
09/16/2013,96.71,95.05,97.89,62.28,134.86,86.56,151.69
09/13/2013,98.16,100.11,99.23,61.95,130.39,85.00,155.87
09/12/2013,96.82,96.18,99.69,61.24,131.49,87.32,149.06
09/11/2013,97.88,97.98,99.14,65.26,132.45,87.49,150.73
09/10/2013,96.74,97.93,98.42,63.32,134.40,86.14,147.84
09/09/2013,95.89,95.85,97.71,59.21,133.94,85.79,148.96
09/06/2013,95.44,95.55,96.20,62.49,130.42,86.05,144.37
09/05/2013,94.76,96.46,95.71,63.64,132.08,85.52,141.52
09/04/2013,95.87,98.29,97.75,63.56,135.26,84.30,142.76
09/03/2013,95.49,95.38,96.03,60.15,137.46,88.41,141.77
09/02/2013,94.96,95.83,96.62,60.52,131.70,86.72,143.49
08/30/2013,95.96,95.83,96.61,60.52,131.70,86.73,143.49
08/29/2013,97.03,97.06,97.20,62.43,138.21,87.11,147.43
08/28/2013,97.39,97.88,97.96,63.56,142.53,84.46,151.80
08/27/2013,99.00,98.48,97.86,62.12,144.86,87.37,155.31
08/26/2013,99.21,99.01,96.91,64.63,146.61,87.64,152.89
08/23/2013,100.56,102.27,98.10,64.87,142.51,87.49,155.85
08/22/2013,99.63,101.58,95.50,67.17,143.91,88.29,152.10
08/21/2013,99.57,99.40,95.96,64.66,144.61,83.97,164.51
08/20/2013,101.83,102.84,97.76,66.39,148.43,85.73,165.63
08/19/2013,102.34,99.94,95.44,65.46,143.74,86.13,175.35
08/16/2013,103.74,104.92,97.01,66.66,141.18,85.54,175.55
08/15/2013,102.71,103.36,97.12,66.83,145.32,84.00,174.50
08/14/2013,103.14,106.05,95.67,64.08,142.34,82.82,176.88
08/13/2013,104.31,108.15,97.07,69.60,143.41,81.93,178.64
08/12/2013,103.93,106.46,95.59,67.98,139.29,81.80,181.61
08/09/2013,105.50,109.59,94.42,72.15,135.47,83.17,181.88
08/08/2013,104.37,108.14,93.06,69.49,136.62,80.86,185.58
08/07/2013,105.01,107.35,92.14,73.40,135.61,80.07,189.95
08/06/2013,105.35,106.35,92.00,73.50,134.92,83.13,189.25
08/05/2013,104.56,105.60,91.96,72.75,140.31,82.53,186.86
08/02/2013,104.02,106.21,89.71,70.35,131.82,81.64,185.62
08/01/2013,102.52,106.33,88.85,69.83,131.37,80.18,182.01
07/31/2013,101.13,101.27,88.02,69.48,132.22,81.86,178.12
07/30/2013,101.21,104.51,89.51,69.94,135.81,81.24,173.07
07/29/2013,99.97,100.81,87.17,70.58,134.00,83.27,168.19
07/26/2013,99.51,104.03,88.93,69.15,130.82,81.02,165.97
07/25/2013,99.56,103.94,85.99,70.89,132.07,81.00,167.27
07/24/2013,98.31,101.30,88.79,69.80,132.57,81.05,162.60
07/23/2013,99.65,102.53,90.91,72.56,139.47,82.25,163.49
07/22/2013,99.67,101.94,89.63,70.65,135.15,86.18,160.66
07/19/2013,98.94,101.57,93.05,70.97,133.93,83.44,157.43
07/18/2013,98.70,104.33,89.98,72.21,135.89,80.27,159.21
07/17/2013,99.97,104.56,94.71,76.26,134.35,81.68,157.38
07/16/2013,100.39,102.00,95.41,74.42,140.75,84.55,159.99
07/15/2013,101.07,103.77,97.97,72.28,136.11,86.38,159.23
07/12/2013,101.48,103.72,96.23,72.79,143.83,86.23,160.19
07/11/2013,100.75,108.43,98.33,71.73,138.14,79.29,161.86
07/10/2013,102.36,107.38,99.62,72.58,140.13,83.25,164.69
07/09/2013,104.86,110.78,103.24,75.65,150.64,87.27,160.32
07/08/2013,106.34,110.48,104.50,73.38,149.82,90.98,167.22
07/05/2013,105.98,112.30,107.18,74.24,152.22,87.86,160.77
07/04/2013,.00,.00,.00,.00,.00,.00,.00
07/03/2013,106.11,112.40,108.99,73.63,157.38,83.08,166.43
07/02/2013,106.91,114.88,111.04,76.39,158.06,86.78,160.25
07/01/2013,108.41,113.16,112.82,70.48,155.73,86.41,176.73
06/28/2013,109.95,115.44,111.60,72.37,156.13,85.29,183.23
06/27/2013,109.65,120.13,114.39,72.83,152.16,80.56,178.36
06/26/2013,111.33,120.43,116.05,75.63,155.26,80.25,186.07
06/25/2013,109.88,118.28,116.20,72.45,156.43,80.89,181.80
06/24/2013,109.11,119.40,114.95,70.06,153.47,80.18,180.32
06/21/2013,107.97,116.93,114.27,70.55,150.67,79.89,178.78
06/20/2013,106.73,115.43,113.25,69.22,150.62,78.54,175.15
06/19/2013,106.98,117.95,112.01,72.06,144.23,78.15,174.96
06/18/2013,107.43,118.54,112.64,73.09,147.84,76.25,178.56
06/17/2013,104.82,113.84,110.75,68.09,147.66,74.77,176.69
06/14/2013,104.32,113.28,109.77,70.53,144.07,73.82,175.85
06/13/2013,101.01,109.08,107.43,69.08,145.02,70.77,168.77
06/12/2013,101.26,109.86,108.35,67.75,137.05,71.82,168.87
06/11/2013,99.30,105.92,107.38,68.90,140.03,67.03,171.42
06/10/2013,97.92,105.92,104.81,64.99,131.66,66.40,171.62
06/07/2013,96.51,102.11,102.03,63.91,129.35,65.86,170.46
06/06/2013,94.94,102.72,101.63,64.17,130.83,63.01,166.44
06/05/2013,95.22,103.40,101.34,63.70,130.37,63.05,165.72
06/04/2013,95.76,104.71,101.92,65.19,131.29,63.20,166.72
06/03/2013,95.05,102.53,100.48,61.87,130.45,62.91,168.37
05/31/2013,94.31,100.95,102.56,62.16,128.86,64.10,165.30
05/30/2013,95.03,103.31,100.66,60.60,133.11,63.56,164.43
05/29/2013,95.08,104.25,102.20,62.70,134.39,64.29,162.81
05/28/2013,93.87,100.67,100.09,61.43,136.22,64.74,161.56
05/24/2013,94.42,102.53,99.63,63.23,134.26,65.78,157.77
05/23/2013,94.28,103.16,100.13,58.99,139.04,66.31,157.67
05/22/2013,94.34,101.13,98.95,61.00,143.64,66.13,158.29
05/21/2013,93.69,101.24,100.38,60.97,140.27,66.14,156.85
05/20/2013,93.38,99.60,97.46,57.44,138.67,65.68,159.00
05/17/2013,93.48,99.30,95.35,57.22,142.51,68.58,159.18
05/16/2013,93.36,98.10,94.17,56.59,144.69,68.24,159.80
05/15/2013,91.93,98.08,94.46,60.24,138.35,66.68,153.64
05/14/2013,90.91,96.40,93.74,56.04,142.88,68.01,150.90
05/13/2013,90.70,96.65,91.80,54.17,141.28,69.04,150.04
05/10/2013,89.87,94.71,88.90,51.81,138.18,70.12,149.33
05/09/2013,89.17,93.38,86.77,55.93,134.25,67.40,152.08
05/08/2013,87.72,92.66,86.04,55.75,132.17,68.20,143.45
05/07/2013,87.92,90.94,86.06,55.79,130.84,73.47,140.91
05/06/2013,87.01,89.55,84.95,54.83,129.74,68.99,146.02
05/03/2013,87.18,88.61,84.05,54.64,128.19,70.93,146.82
05/02/2013,87.50,91.88,82.59,52.84,127.82,69.64,147.51
05/01/2013,87.89,88.67,82.16,57.48,126.95,72.85,146.88
04/30/2013,86.72,84.77,80.55,54.43,124.78,72.89,151.51
04/29/2013,88.23,89.96,81.42,54.40,129.29,72.18,151.71
04/26/2013,87.71,86.87,78.92,54.14,126.34,73.14,154.05
04/25/2013,87.33,88.91,77.14,52.83,122.90,71.85,153.00
04/24/2013,86.50,86.43,77.49,55.31,124.21,71.37,149.76
04/23/2013,86.41,86.44,76.74,53.17,125.18,70.48,153.00
04/22/2013,85.44,86.65,75.99,51.68,127.84,70.11,148.39
04/19/2013,83.90,83.38,75.49,51.15,125.23,68.80,146.56
04/18/2013,84.31,87.71,75.34,51.90,125.07,67.26,145.11
04/17/2013,83.90,85.47,74.13,53.24,125.18,67.45,143.88
04/16/2013,82.89,85.44,75.19,52.31,122.47,66.31,142.61
04/15/2013,82.58,83.48,72.55,49.25,123.68,65.97,146.08
04/12/2013,81.19,83.25,73.35,49.78,122.43,63.64,142.24
04/11/2013,82.44,86.79,73.59,48.87,123.43,63.23,143.42
04/10/2013,82.07,86.92,74.23,50.55,125.98,62.63,139.54
04/09/2013,81.42,86.18,73.46,50.67,123.47,62.40,138.52
04/08/2013,80.53,87.76,74.45,47.47,127.59,61.69,133.46
04/05/2013,80.60,85.11,73.69,47.52,125.14,60.93,139.07
04/04/2013,79.93,85.58,74.95,47.56,128.36,58.77,136.25
04/03/2013,81.73,89.15,76.15,54.50,126.18,59.42,135.38
04/02/2013,79.63,85.70,75.44,47.59,130.36,59.61,133.90
04/01/2013,80.14,85.69,76.28,47.66,130.72,58.32,136.21
03/29/2013,79.89,87.45,76.14,48.32,126.41,58.15,132.44
03/28/2013,80.31,87.87,76.80,47.27,125.52,58.32,134.67
03/27/2013,78.73,87.03,75.62,47.06,131.30,54.76,131.95
03/26/2013,80.78,88.08,76.58,53.32,131.98,57.14,134.19
03/25/2013,79.61,87.36,75.94,46.61,132.35,56.06,134.89
03/22/2013,78.62,85.52,74.93,48.04,130.27,55.42,132.68
03/21/2013,80.07,88.06,72.66,47.81,130.19,57.14,133.85
03/20/2013,80.92,91.21,74.34,51.85,131.83,58.25,129.97
03/19/2013,81.63,89.65,72.13,52.19,134.50,59.81,135.29
03/18/2013,81.40,89.89,71.80,47.88,128.74,60.09,138.15
03/15/2013,81.69,89.98,72.33,47.68,129.55,62.18,134.12
03/14/2013,82.43,91.55,71.39,49.53,126.03,62.48,138.18
03/13/2013,82.73,89.38,71.89,54.88,130.81,64.96,133.57
03/12/2013,83.06,91.64,73.16,53.48,125.03,63.53,136.52
03/11/2013,83.23,91.54,75.70,51.14,130.61,65.51,132.02
03/08/2013,83.79,90.75,74.20,50.60,129.07,65.99,136.14
03/07/2013,84.49,94.24,74.63,53.97,124.39,65.05,136.17
03/06/2013,85.78,96.15,77.63,58.81,131.27,67.82,132.05
03/05/2013,85.08,91.94,74.90,53.82,127.37,69.02,136.94
03/04/2013,86.05,93.93,77.68,51.43,129.26,69.65,139.34
03/01/2013,83.58,92.85,77.40,51.02,132.81,69.20,124.94
02/28/2013,85.35,91.20,76.68,50.10,129.90,70.57,138.28
02/27/2013,87.05,95.20,78.61,55.30,133.53,71.50,134.07
02/26/2013,88.32,96.82,79.17,55.02,131.15,73.69,137.01
02/25/2013,86.65,92.77,79.16,51.92,127.42,73.59,136.42
02/22/2013,87.19,94.25,78.06,50.21,129.10,75.32,136.42
02/21/2013,85.56,94.05,77.57,50.13,129.20,72.01,132.16
02/20/2013,84.50,92.43,78.38,53.20,131.30,69.68,128.62
02/19/2013,86.06,91.37,78.82,51.84,129.86,73.73,134.78
02/18/2013,86.55,93.05,77.47,52.30,127.58,74.49,132.58
02/15/2013,86.55,93.05,77.47,52.30,127.59,74.49,132.58
02/14/2013,86.22,92.81,77.77,51.96,126.25,72.85,136.22
02/13/2013,86.55,90.69,78.40,54.05,128.92,76.40,133.10
02/12/2013,87.80,93.40,81.72,57.67,131.54,75.72,133.15
02/11/2013,86.62,91.50,81.16,51.90,128.02,75.24,133.97
02/08/2013,86.71,88.27,80.60,49.36,126.92,76.90,139.93
02/07/2013,86.97,90.95,80.37,50.70,126.81,73.00,141.06
02/06/2013,89.01,91.95,80.80,54.35,130.55,75.73,145.22
02/05/2013,90.42,92.44,83.10,56.19,129.06,74.84,152.94
02/04/2013,90.86,90.69,83.36,55.39,130.36,76.23,155.83
02/01/2013,89.38,92.78,82.25,53.65,128.79,71.92,150.67
01/31/2013,89.30,90.84,83.14,54.73,130.08,72.31,151.38
01/30/2013,89.78,92.50,85.43,59.50,131.36,75.48,143.39
01/29/2013,88.93,92.75,84.53,57.02,128.81,75.56,140.04
01/28/2013,89.83,92.14,86.23,55.36,130.76,74.18,148.57
01/25/2013,88.13,91.02,85.06,55.34,127.11,75.21,137.73
01/24/2013,86.85,92.52,84.93,55.83,128.02,67.93,138.55
01/23/2013,88.27,92.06,84.96,59.58,131.83,70.60,141.98
01/22/2013,88.29,93.45,85.49,57.25,129.85,68.83,143.78
01/18/2013,86.23,89.72,84.32,56.89,124.72,71.16,134.57
01/17/2013,86.80,92.37,84.44,56.38,124.62,68.84,139.61
01/16/2013,87.70,94.69,86.18,59.69,131.34,68.07,137.18
01/15/2013,87.08,91.12,85.34,56.88,127.34,69.69,140.54
01/14/2013,87.01,91.58,84.64,57.60,129.18,68.80,140.32
01/11/2013,85.69,90.46,86.25,56.56,127.61,70.66,131.74
01/10/2013,86.54,94.09,84.27,56.99,125.24,66.83,137.79
01/09/2013,86.30,92.11,86.77,57.77,125.83,68.85,133.87
01/08/2013,87.38,92.09,86.81,63.94,125.20,71.08,133.80
01/07/2013,86.97,92.94,89.66,60.28,128.83,68.74,133.32


code: USDA_LM_PK602_VOLUME
name: Daily pork volume (full loads and trim/process loads)
description: "Daily pork volume (full loads and trim/process loads) from the USDA LM_PK602
  report published by the USDA Agricultural Marketing Service (AMS).
  Historical figures from USDA can be verified using the LMR datamart located 
  at http://mpr.datamart.ams.usda.gov.
  All pricing is on a per CWT (100 lbs) basis."
reference_url: http://www.ams.usda.gov/mnreports/lm_pk602.txt
frequency: daily
private: false
---
Date,Carcass Value,Loin Value,Butt Value,Picnic Value,Rib Value,Ham Value,Belly Value
05/22/2014,113.78,115.22,135.93,93.36,158.89,99.47,149.29
05/21/2014,114.92,115.84,137.06,94.43,162.97,102.84,147.94
05/20/2014,116.71,116.47,135.30,95.91,162.46,103.82,156.68
05/19/2014,114.67,116.03,136.57,90.77,158.61,103.03,149.72
05/16/2014,114.19,116.90,134.28,94.90,159.06,100.58,147.87
05/15/2014,113.23,114.14,133.18,95.51,156.96,104.63,141.15
05/14/2014,112.92,115.67,133.68,93.98,158.03,100.41,142.63
05/13/2014,111.62,115.52,132.81,93.05,150.43,101.99,136.29
05/12/2014,113.82,117.00,131.71,94.36,153.88,101.32,147.22
05/09/2014,111.73,113.77,133.24,95.50,146.84,102.20,139.47
05/08/2014,112.08,111.61,138.24,96.94,146.61,102.49,139.74
05/07/2014,111.97,114.28,137.82,96.76,150.63,99.59,138.37
05/06/2014,112.29,112.85,140.41,100.91,151.74,96.56,143.17
05/05/2014,116.02,119.30,141.77,98.07,147.24,101.32,150.66
05/02/2014,113.97,116.19,145.62,96.50,149.11,99.36,143.14
05/01/2014,113.78,119.94,146.15,97.58,145.63,98.82,136.30
04/30/2014,115.80,121.72,146.97,100.89,154.41,99.01,140.15
04/29/2014,115.07,121.91,147.57,100.37,149.84,97.98,137.40
04/28/2014,118.41,124.58,145.52,103.69,150.53,99.65,150.62
04/25/2014,116.13,123.26,145.24,100.58,151.17,99.17,142.51
04/24/2014,116.70,121.77,143.01,102.29,153.35,100.87,146.29
04/23/2014,117.41,125.36,143.07,105.21,153.29,98.09,147.03
04/22/2014,117.09,123.31,141.95,103.22,151.45,96.91,152.87
04/21/2014,119.42,124.63,140.72,102.46,149.10,99.14,163.09
04/18/2014,121.34,127.10,137.69,112.44,149.47,99.65,165.49
04/17/2014,120.08,122.61,135.08,106.20,151.80,98.94,171.31
04/16/2014,121.16,124.67,135.73,105.40,156.25,98.27,174.66
04/15/2014,121.73,121.31,134.48,105.95,153.98,98.88,184.29
04/14/2014,124.41,124.42,134.28,107.19,160.10,99.56,191.30
04/11/2014,124.76,124.03,134.30,108.07,158.25,101.01,192.57
04/10/2014,124.47,124.21,135.81,105.10,159.48,100.82,190.08
04/09/2014,126.95,127.84,136.55,108.37,166.21,98.69,198.79
04/08/2014,129.84,124.93,137.57,107.53,162.51,111.82,202.94
04/07/2014,129.85,127.43,138.61,106.53,161.28,108.62,203.53
04/04/2014,130.99,127.69,138.24,112.56,162.23,114.21,197.93
04/03/2014,129.91,123.59,141.31,105.48,160.19,114.22,202.32
04/02/2014,133.74,131.50,143.95,108.08,171.69,116.43,202.47
04/01/2014,132.63,130.88,144.71,107.03,170.88,116.29,197.91
03/31/2014,132.58,133.14,147.01,106.92,170.00,112.20,197.96
03/28/2014,131.32,133.98,147.58,100.72,171.92,113.06,191.38
03/27/2014,130.75,133.61,150.72,103.85,169.33,113.26,185.69
03/26/2014,131.91,137.67,151.25,102.44,173.72,108.14,191.81
03/25/2014,131.39,138.32,152.11,100.79,175.89,109.31,188.26
03/24/2014,131.64,142.80,152.68,101.39,173.34,107.40,185.42
