code: USDA_LM_PK602_CUTOUT_PRIMAL
name: Daily USDA pork cutout and primal values
description: "Daily pork cutout and primal values from the USDA LM_PK602
  report published by the USDA Agricultural Marketing Service (AMS).
  Historical figures from USDA can be verified using the LMR datamart located 
  at http://mpr.datamart.ams.usda.gov.
  All pricing is on a per CWT (100 lbs) basis."
reference_url: http://www.ams.usda.gov/mnreports/lm_pk602.txt
frequency: daily
private: false
---
Date,Carcass Value,Loin Value,Butt Value,Picnic Value,Rib Value,Ham Value,Belly Value
04/25/2013,5135,147.63,160.25,150.98
04/24/2013,4047,145.63,161.25,154.36
04/23/2013,9176,146.63,153.63,151.99
04/22/2013,3848,147.63,158.25,152.55
04/19/2013,7401,143.63,157.37,151.67
04/18/2013,6692,143.63,156.25,148.85
04/17/2013,6279,146.63,157.25,150.54
04/16/2013,12906,146.63,165.95,158.36
04/15/2013,6103,144.63,158.25,149.49
04/12/2013,4937,145.63,158.75,152.21
04/11/2013,9208,145.63,161.25,151.25
04/10/2013,5893,145.63,163.63,154.74
04/09/2013,12351,146.63,156.63,150.75
04/08/2013,0,0,0,0
04/05/2013,10569,145.19,167.63,154.51
04/04/2013,6116,146.63,159.25,151.50
04/03/2013,8137,145.63,157.25,151.43
04/02/2013,12426,145.63,167.38,155.64
04/01/2013,3871,152.00,157.25,155.26
03/29/2013,0,0,0,0
03/28/2013,11514,145.63,160.37,151.74
03/27/2013,3915,152.00,157.25,156.17
03/26/2013,8653,148.25,157.25,154.59
03/25/2013,5330,145.63,163.63,151.90
03/22/2013,4785,152.00,157.25,154.49
03/21/2013,5064,145.63,157.25,151.05
03/20/2013,6309,145.63,157.25,149.39
03/19/2013,10973,147.62,163.63,155.20
03/18/2013,3923,145.63,157.25,153.21
03/15/2013,5761,145.63,167.63,155.31
03/14/2013,2974,151.25,157.25,154.29
03/13/2013,7014,145.63,157.25,149.73
03/12/2013,14182,145.63,161.63,154.40
03/11/2013,2121,148.25,155.25,151.13
03/08/2013,8788,150.25,250.00,156.89
03/07/2013,10659,145.63,156.25,149.74
03/06/2013,3447,151.00,156.25,152.08
03/05/2013,14469,145.63,162.63,153.08
03/04/2013,6128,145.63,156.25,150.42
03/01/2013,5430,150.12,162.63,153.23
02/28/2013,9196,145.63,156.25,150.05
02/27/2013,5902,142.00,156.25,147.44
02/26/2013,10000,145.63,157.63,153.51
02/25/2013,5358,145.63,156.25,150.52
02/22/2013,7362,143.63,153.63,147.48
02/21/2013,5494,141.63,155.25,147.20
02/20/2013,4582,141.63,155.25,147.67
02/19/2013,17895,141.63,161.63,150.20
02/18/2013,0,0,0,0
02/15/2013,8523,145.63,153.25,149.34
02/14/2013,6753,141.63,153.25,145.86
02/13/2013,4824,141.63,153.25,148.56
02/12/2013,12103,141.63,159.63,152.29
02/11/2013,5094,150.63,161.63,156.29
02/08/2013,7792,139.63,165.63,151.07
02/07/2013,7324,139.63,155.25,149.00
02/06/2013,7629,139.63,161.63,148.39
02/05/2013,13271,141.63,156.25,150.56
02/04/2013,6115,141.63,154.25,148.56
02/01/2013,5228,146.25,152.63,149.86
01/31/2013,6249,141.63,153.25,148.21
01/30/2013,4205,141.63,153.25,149.26
01/29/2013,11338,152.12,160.63,153.51
01/28/2013,10303,146.97,154.25,148.54
01/25/2013,5793,145.00,153.25,149.61
01/24/2013,3983,145.25,153.25,149.24
01/23/2013,2223,147.00,159.25,152.81
01/22/2013,18187,141.63,157.63,147.80
01/18/2013,3147,147.00,148.63,147.83
01/17/2013,0,0,0,0
01/16/2013,7406,135.63,152.25,144.82
01/15/2013,11104,135.63,153.63,148.91
01/14/2013,15507,134.00,157.63,139.77
01/11/2013,7458,148.00,160.41,152.32
01/10/2013,0,0,0,0
01/09/2013,8046,139.63,154.25,147.27
01/08/2013,14018,141.63,155.63,150.07
01/07/2013,8739,140.97,151.25,145.03


code: USDA_LM_PK602_BBQ_STYLE_SPARERIBS_COMBO
name: Pork Sparerib Cuts - BBQ Style Spareribs, Combo
description: "Daily total pounds, low price, high price and weighted average price 
  from the USDA LM_PK602 report published by the USDA Agricultural Marketing Service 
  (AMS). This dataset covers Sparerib Cuts - BBQ Style Spareribs, Combo.
  Historical figures from USDA can be verified using the LMR datamart located 
  at http://mpr.datamart.ams.usda.gov.
  All pricing is on a per CWT (100 lbs) basis."
reference_url: http://www.ams.usda.gov/mnreports/lm_pk602.txt
frequency: daily
private: false
---
Date,LBS,$ Low,$ High,$ WgtAvg
05/22/2014,0,0,0,0
05/21/2014,0,0,0,0
05/20/2014,0,0,0,0
05/19/2014,0,0,0,0
05/16/2014,0,0,0,0
05/15/2014,0,0,0,0
05/14/2014,0,0,0,0
05/13/2014,0,0,0,0
05/12/2014,0,0,0,0
05/09/2014,0,0,0,0
05/08/2014,0,0,0,0
05/07/2014,0,0,0,0
05/06/2014,0,0,0,0
05/05/2014,0,0,0,0
05/02/2014,0,0,0,0
05/01/2014,0,0,0,0
04/30/2014,0,0,0,0
04/29/2014,0,0,0,0
04/28/2014,0,0,0,0
04/25/2014,0,0,0,0
04/24/2014,0,0,0,0
04/23/2014,0,0,0,0
04/22/2014,0,0,0,0
04/21/2014,0,0,0,0
04/18/2014,0,0,0,0
04/17/2014,0,0,0,0
04/16/2014,0,0,0,0
04/15/2014,0,0,0,0
04/14/2014,0,0,0,0
04/11/2014,0,0,0,0
04/10/2014,0,0,0,0
04/09/2014,0,0,0,0
04/08/2014,0,0,0,0
04/07/2014,0,0,0,0
04/04/2014,0,0,0,0
04/03/2014,0,0,0,0
04/02/2014,0,0,0,0
04/01/2014,0,0,0,0
03/31/2014,0,0,0,0
03/28/2014,0,0,0,0
03/27/2014,0,0,0,0
03/26/2014,0,0,0,0
03/25/2014,0,0,0,0
03/24/2014,0,0,0,0
03/21/2014,0,0,0,0
03/20/2014,0,0,0,0
03/19/2014,0,0,0,0
03/18/2014,0,0,0,0
03/17/2014,0,0,0,0
03/14/2014,0,0,0,0
03/13/2014,0,0,0,0
03/12/2014,0,0,0,0
03/11/2014,0,0,0,0
03/10/2014,0,0,0,0
03/07/2014,0,0,0,0
03/06/2014,0,0,0,0
03/05/2014,0,0,0,0
03/04/2014,0,0,0,0
03/03/2014,0,0,0,0
02/28/2014,0,0,0,0
02/27/2014,0,0,0,0
02/26/2014,0,0,0,0
02/25/2014,0,0,0,0
02/24/2014,0,0,0,0
02/21/2014,0,0,0,0
02/20/2014,0,0,0,0
02/19/2014,0,0,0,0
02/18/2014,0,0,0,0
02/17/2014,0,0,0,0
02/14/2014,0,0,0,0
02/13/2014,0,0,0,0
02/12/2014,0,0,0,0
02/11/2014,0,0,0,0
02/10/2014,0,0,0,0
02/07/2014,0,0,0,0
02/06/2014,0,0,0,0
02/05/2014,0,0,0,0
02/04/2014,0,0,0,0
02/03/2014,0,0,0,0
01/31/2014,0,0,0,0
01/30/2014,0,0,0,0
01/29/2014,0,0,0,0
01/28/2014,0,0,0,0
01/27/2014,0,0,0,0
01/24/2014,0,0,0,0
01/23/2014,0,0,0,0
01/22/2014,0,0,0,0
01/21/2014,0,0,0,0
01/20/2014,0,0,0,0
01/17/2014,0,0,0,0
01/16/2014,0,0,0,0
01/15/2014,0,0,0,0
01/14/2014,0,0,0,0
01/13/2014,0,0,0,0
01/10/2014,0,0,0,0
01/09/2014,0,0,0,0
01/08/2014,0,0,0,0
01/07/2014,0,0,0,0
01/06/2014,0,0,0,0
01/03/2014,0,0,0,0
01/02/2014,0,0,0,0
12/31/2013,0,0,0,0
12/30/2013,0,0,0,0
12/27/2013,0,0,0,0
12/26/2013,0,0,0,0
12/24/2013,0,0,0,0
12/23/2013,0,0,0,0
12/20/2013,0,0,0,0
12/19/2013,0,0,0,0
12/18/2013,0,0,0,0
12/17/2013,0,0,0,0
12/16/2013,0,0,0,0
12/13/2013,0,0,0,0
12/12/2013,0,0,0,0
12/11/2013,0,0,0,0
12/10/2013,0,0,0,0
12/09/2013,0,0,0,0
12/06/2013,0,0,0,0
12/05/2013,0,0,0,0
12/04/2013,0,0,0,0
12/03/2013,0,0,0,0
12/02/2013,0,0,0,0
11/29/2013,0,0,0,0
11/27/2013,0,0,0,0
11/26/2013,0,0,0,0
11/25/2013,0,0,0,0
11/22/2013,0,0,0,0
11/21/2013,0,0,0,0
11/20/2013,0,0,0,0
11/19/2013,0,0,0,0
11/18/2013,0,0,0,0
11/15/2013,0,0,0,0
11/14/2013,0,0,0,0
11/13/2013,0,0,0,0
11/12/2013,0,0,0,0
11/08/2013,0,0,0,0
11/07/2013,0,0,0,0
11/06/2013,0,0,0,0
11/05/2013,0,0,0,0
11/04/2013,0,0,0,0
11/01/2013,0,0,0,0
10/31/2013,0,0,0,0
10/30/2013,0,0,0,0
10/29/2013,0,0,0,0
10/28/2013,0,0,0,0
10/25/2013,0,0,0,0
10/24/2013,0,0,0,0
10/23/2013,0,0,0,0
10/22/2013,0,0,0,0
10/21/2013,0,0,0,0
10/18/2013,0,0,0,0
10/17/2013,0,0,0,0
09/30/2013,0,0,0,0
09/27/2013,0,0,0,0
09/26/2013,0,0,0,0
09/25/2013,0,0,0,0
09/24/2013,0,0,0,0
09/23/2013,0,0,0,0
09/20/2013,0,0,0,0
09/19/2013,0,0,0,0
09/18/2013,0,0,0,0
09/17/2013,0,0,0,0
09/16/2013,0,0,0,0
09/13/2013,0,0,0,0
09/12/2013,0,0,0,0
09/11/2013,0,0,0,0
09/10/2013,0,0,0,0
09/09/2013,0,0,0,0
09/06/2013,0,0,0,0
09/05/2013,0,0,0,0
09/04/2013,0,0,0,0
09/03/2013,0,0,0,0
09/02/2013,0,0,0,0
08/30/2013,0,0,0,0
08/29/2013,0,0,0,0
08/28/2013,0,0,0,0
08/27/2013,0,0,0,0
08/26/2013,0,0,0,0
08/23/2013,0,0,0,0
08/22/2013,0,0,0,0
08/21/2013,0,0,0,0
08/20/2013,0,0,0,0
08/19/2013,0,0,0,0
08/16/2013,0,0,0,0
08/15/2013,0,0,0,0
08/14/2013,0,0,0,0
08/13/2013,0,0,0,0
08/12/2013,0,0,0,0
08/09/2013,0,0,0,0
08/08/2013,0,0,0,0
08/07/2013,0,0,0,0
08/06/2013,0,0,0,0
08/05/2013,0,0,0,0
08/02/2013,0,0,0,0
08/01/2013,0,0,0,0
07/31/2013,0,0,0,0
07/30/2013,0,0,0,0
07/29/2013,0,0,0,0
07/26/2013,0,0,0,0
07/25/2013,0,0,0,0
07/24/2013,0,0,0,0
07/23/2013,0,0,0,0
07/22/2013,0,0,0,0
07/19/2013,0,0,0,0
07/18/2013,0,0,0,0
07/17/2013,0,0,0,0
07/16/2013,0,0,0,0
07/15/2013,0,0,0,0
07/12/2013,0,0,0,0
07/11/2013,0,0,0,0
07/10/2013,0,0,0,0
07/09/2013,0,0,0,0
07/08/2013,0,0,0,0
07/05/2013,0,0,0,0
07/04/2013,0,0,0,0
07/03/2013,0,0,0,0
07/02/2013,0,0,0,0
07/01/2013,0,0,0,0
06/28/2013,0,0,0,0
06/27/2013,0,0,0,0
06/26/2013,0,0,0,0
06/25/2013,0,0,0,0
06/24/2013,0,0,0,0
06/21/2013,0,0,0,0
06/20/2013,0,0,0,0
06/19/2013,0,0,0,0
06/18/2013,0,0,0,0
06/17/2013,0,0,0,0
06/14/2013,0,0,0,0
06/13/2013,0,0,0,0
06/12/2013,0,0,0,0
06/11/2013,0,0,0,0
06/10/2013,0,0,0,0
06/07/2013,0,0,0,0
06/06/2013,0,0,0,0
06/05/2013,0,0,0,0
06/04/2013,0,0,0,0
06/03/2013,0,0,0,0
05/31/2013,0,0,0,0
05/30/2013,0,0,0,0
05/29/2013,0,0,0,0
05/28/2013,0,0,0,0
05/24/2013,0,0,0,0
05/23/2013,0,0,0,0
05/22/2013,0,0,0,0
05/21/2013,0,0,0,0
05/20/2013,0,0,0,0
05/17/2013,0,0,0,0
05/16/2013,0,0,0,0
05/15/2013,0,0,0,0
05/14/2013,0,0,0,0
05/13/2013,0,0,0,0
05/10/2013,61941,140.34,159.21,146.63
05/09/2013,0,0,0,0
05/08/2013,0,0,0,0
05/07/2013,0,0,0,0
05/06/2013,0,0,0,0
05/03/2013,0,0,0,0
05/02/2013,0,0,0,0
05/01/2013,0,0,0,0
04/30/2013,0,0,0,0
04/29/2013,0,0,0,0
04/26/2013,0,0,0,0
04/25/2013,0,0,0,0
04/24/2013,0,0,0,0
04/23/2013,0,0,0,0
04/22/2013,0,0,0,0
04/19/2013,0,0,0,0
04/18/2013,0,0,0,0
04/17/2013,0,0,0,0
04/16/2013,0,0,0,0
04/15/2013,0,0,0,0
04/12/2013,0,0,0,0
04/11/2013,0,0,0,0
04/10/2013,0,0,0,0
04/09/2013,0,0,0,0
04/08/2013,0,0,0,0
04/05/2013,0,0,0,0
04/04/2013,0,0,0,0
04/03/2013,0,0,0,0
04/02/2013,0,0,0,0
04/01/2013,0,0,0,0
03/29/2013,0,0,0,0
03/28/2013,0,0,0,0
03/27/2013,0,0,0,0
03/26/2013,0,0,0,0
03/25/2013,0,0,0,0
03/22/2013,0,0,0,0
03/21/2013,0,0,0,0
03/20/2013,0,0,0,0
03/19/2013,0,0,0,0
03/18/2013,0,0,0,0
03/15/2013,0,0,0,0
03/14/2013,0,0,0,0
03/13/2013,0,0,0,0
03/12/2013,0,0,0,0
03/11/2013,0,0,0,0
03/08/2013,0,0,0,0
03/07/2013,0,0,0,0
03/06/2013,0,0,0,0
03/05/2013,0,0,0,0
03/04/2013,0,0,0,0
03/01/2013,0,0,0,0
02/28/2013,0,0,0,0
02/27/2013,0,0,0,0
02/26/2013,0,0,0,0
02/25/2013,0,0,0,0
02/22/2013,0,0,0,0
02/21/2013,0,0,0,0
02/20/2013,0,0,0,0
02/19/2013,0,0,0,0
02/18/2013,0,0,0,0
02/15/2013,0,0,0,0
02/14/2013,0,0,0,0
02/13/2013,0,0,0,0
02/12/2013,0,0,0,0
02/11/2013,0,0,0,0
02/08/2013,0,0,0,0
02/07/2013,0,0,0,0
02/06/2013,0,0,0,0
02/05/2013,0,0,0,0
02/04/2013,0,0,0,0
02/01/2013,0,0,0,0
01/31/2013,0,0,0,0
01/30/2013,0,0,0,0
01/29/2013,0,0,0,0
01/28/2013,0,0,0,0
01/25/2013,0,0,0,0
01/24/2013,0,0,0,0
01/23/2013,0,0,0,0
01/22/2013,0,0,0,0
01/18/2013,0,0,0,0
01/17/2013,0,0,0,0
01/16/2013,0,0,0,0
01/15/2013,0,0,0,0
01/14/2013,0,0,0,0
01/11/2013,0,0,0,0
01/10/2013,0,0,0,0
01/09/2013,0,0,0,0
01/08/2013,0,0,0,0
01/07/2013,0,0,0,0


code: USDA_LM_PK602_BONELESS_SIRLOIN_COMBO
name: Pork Loin Cuts - Boneless Sirloin, Combo
description: "Daily total pounds, low price, high price and weighted average price 
  from the USDA LM_PK602 report published by the USDA Agricultural Marketing Service 
  (AMS). This dataset covers Loin Cuts - Boneless Sirloin, Combo.
  Historical figures from USDA can be verified using the LMR datamart located 
  at http://mpr.datamart.ams.usda.gov.
  All pricing is on a per CWT (100 lbs) basis."
reference_url: http://www.ams.usda.gov/mnreports/lm_pk602.txt
frequency: daily
private: false
---
Date,LBS,$ Low,$ High,$ WgtAvg
05/22/2014,11898,166.00,167.63,166.78
05/21/2014,5700,167.63,168.43,167.90
05/20/2014,0,0,0,0
05/19/2014,0,0,0,0
05/16/2014,0,0,0,0
05/15/2014,22884,157.00,158.27,157.55
05/14/2014,0,0,0,0
05/13/2014,0,0,0,0
05/12/2014,0,0,0,0
05/09/2014,41644,164.00,168.63,164.21
05/08/2014,0,0,0,0
05/07/2014,0,0,0,0
05/06/2014,0,0,0,0
05/05/2014,28403,163.00,168.63,163.75
05/02/2014,0,0,0,0
05/01/2014,0,0,0,0
04/30/2014,0,0,0,0
04/29/2014,0,0,0,0
04/28/2014,0,0,0,0
04/25/2014,0,0,0,0
04/24/2014,0,0,0,0
04/23/2014,5700,176.63,181.63,179.96
04/22/2014,0,0,0,0
04/21/2014,0,0,0,0
04/18/2014,0,0,0,0
04/17/2014,0,0,0,0
04/16/2014,11400,169.63,172.63,171.13
04/15/2014,0,0,0,0
04/14/2014,75620,168.00,169.63,168.04
04/11/2014,13733,160.59,173.63,168.02
04/10/2014,14200,168.50,178.00,173.40
04/09/2014,7600,175.63,178.63,177.13
04/08/2014,90000,157.30,172.50,158.99
04/07/2014,5700,181.63,187.63,185.63
04/04/2014,0,0,0,0
04/03/2014,0,0,0,0
04/02/2014,0,0,0,0
04/01/2014,11900,179.50,187.63,180.80
03/31/2014,0,0,0,0
03/28/2014,0,0,0,0
03/27/2014,118752,174.00,187.00,174.44
03/26/2014,0,0,0,0
03/25/2014,0,0,0,0
03/24/2014,0,0,0,0
03/21/2014,0,0,0,0
03/20/2014,0,0,0,0
03/19/2014,0,0,0,0
03/18/2014,0,0,0,0
03/17/2014,0,0,0,0
03/14/2014,3793,173.00,173.63,173.32
03/13/2014,0,0,0,0
03/12/2014,43545,142.38,152.63,143.27
03/11/2014,16259,140.00,172.50,159.99
03/10/2014,0,0,0,0
03/07/2014,0,0,0,0
03/06/2014,0,0,0,0
03/05/2014,0,0,0,0
03/04/2014,0,0,0,0
03/03/2014,0,0,0,0
02/28/2014,0,0,0,0
02/27/2014,0,0,0,0
02/26/2014,115164,124.38,140.63,125.43
02/25/2014,0,0,0,0
02/24/2014,0,0,0,0
02/21/2014,0,0,0,0
02/20/2014,0,0,0,0
02/19/2014,22417,133.00,135.50,134.12
02/18/2014,0,0,0,0
02/17/2014,0,0,0,0
02/14/2014,0,0,0,0
02/13/2014,0,0,0,0
02/12/2014,0,0,0,0
02/11/2014,58973,120.00,126.00,120.41
02/10/2014,0,0,0,0
02/07/2014,0,0,0,0
02/06/2014,78052,110.38,110.38,110.38
02/05/2014,0,0,0,0
02/04/2014,0,0,0,0
02/03/2014,71513,112.00,119.00,115.48
01/31/2014,0,0,0,0
01/30/2014,9068,119.00,121.00,119.88
01/29/2014,0,0,0,0
01/28/2014,5973,121.00,127.50,123.18
01/27/2014,0,0,0,0
01/24/2014,0,0,0,0
01/23/2014,0,0,0,0
01/22/2014,7393,120.44,123.63,122.90
01/21/2014,40804,116.30,122.65,122.32
01/20/2014,78540,110.51,116.00,110.79
01/17/2014,37653,112.00,119.00,112.31
01/16/2014,0,0,0,0
01/15/2014,62476,101.51,124.63,108.84
01/14/2014,9940,116.00,122.50,118.62
01/13/2014,0,0,0,0
01/10/2014,43980,111.80,125.43,112.46
01/09/2014,0,0,0,0
01/08/2014,42785,113.30,122.63,119.52
01/07/2014,0,0,0,0
01/06/2014,0,0,0,0


code: USDA_LM_PK602_FRONT_FEET_GAS
name: Pork Variety Cuts - Front Feet, Gas
description: "Daily total pounds, low price, high price and weighted average price 
  from the USDA LM_PK602 report published by the USDA Agricultural Marketing Service 
  (AMS). This dataset covers Variety Cuts - Front Feet, Gas.
  Historical figures from USDA can be verified using the LMR datamart located 
  at http://mpr.datamart.ams.usda.gov.
  All pricing is on a per CWT (100 lbs) basis."
reference_url: http://www.ams.usda.gov/mnreports/lm_pk602.txt
frequency: daily
private: false
---
Date,LBS,$ Low,$ High,$ WgtAvg
05/22/2014,0,0,0,0
05/21/2014,0,0,0,0
05/20/2014,0,0,0,0
05/19/2014,0,0,0,0
05/16/2014,0,0,0,0
05/15/2014,0,0,0,0
05/14/2014,0,0,0,0
05/13/2014,0,0,0,0
05/12/2014,0,0,0,0
05/09/2014,8700,88.25,89.64,88.68
05/08/2014,0,0,0,0
05/07/2014,7350,89.64,93.00,90.25
05/06/2014,4500,89.64,93.65,90.17
05/05/2014,0,0,0,0
05/02/2014,0,0,0,0
05/01/2014,2250,84.00,87.66,85.95
04/30/2014,3780,80.66,96.00,86.90
04/29/2014,0,0,0,0
04/28/2014,0,0,0,0
04/25/2014,0,0,0,0
04/24/2014,0,0,0,0
04/23/2014,0,0,0,0
04/22/2014,2100,86.36,91.63,89.37
04/21/2014,0,0,0,0
04/18/2014,0,0,0,0
04/17/2014,0,0,0,0
04/16/2014,3900,89.63,102.26,97.99
04/15/2014,0,0,0,0
04/14/2014,0,0,0,0
04/11/2014,0,0,0,0
04/10/2014,0,0,0,0
04/09/2014,2700,89.63,99.14,97.03
04/08/2014,0,0,0,0
04/07/2014,0,0,0,0
04/04/2014,0,0,0,0
04/03/2014,0,0,0,0
04/02/2014,0,0,0,0
04/01/2014,0,0,0,0
03/31/2014,0,0,0,0
03/28/2014,0,0,0,0
03/27/2014,0,0,0,0
03/26/2014,0,0,0,0
03/25/2014,0,0,0,0
03/24/2014,0,0,0,0
03/21/2014,0,0,0,0
03/20/2014,0,0,0,0
03/19/2014,2850,87.64,90.79,88.47
03/18/2014,3753,90.96,102.29,93.10
03/17/2014,0,0,0,0
03/14/2014,0,0,0,0
03/13/2014,0,0,0,0
03/12/2014,0,0,0,0
03/11/2014,3000,89.96,98.00,91.57
03/10/2014,0,0,0,0
03/07/2014,0,0,0,0
03/06/2014,0,0,0,0
03/05/2014,3600,88.96,93.87,92.21
03/04/2014,0,0,0,0
03/03/2014,0,0,0,0
02/28/2014,0,0,0,0
02/27/2014,5640,88.64,95.70,94.28
02/26/2014,2100,88.96,95.00,91.34
02/25/2014,0,0,0,0
02/24/2014,0,0,0,0
02/21/2014,0,0,0,0
02/20/2014,0,0,0,0
02/19/2014,2400,90.79,91.60,91.09
02/18/2014,6759,89.81,101.79,95.94
02/17/2014,0,0,0,0
02/14/2014,0,0,0,0
02/13/2014,0,0,0,0
02/12/2014,2250,86.00,90.79,87.60
02/11/2014,2400,89.81,91.60,90.26
02/10/2014,0,0,0,0
02/07/2014,0,0,0,0
02/06/2014,338,95.00,100.00,99.56
02/05/2014,0,0,0,0
02/04/2014,0,0,0,0
02/03/2014,0,0,0,0
01/31/2014,0,0,0,0
01/30/2014,0,0,0,0
01/29/2014,2400,86.00,92.00,89.55
01/28/2014,4950,90.79,103.64,94.08
01/27/2014,0,0,0,0
01/24/2014,0,0,0,0
01/23/2014,0,0,0,0
01/22/2014,0,0,0,0
01/21/2014,3015,89.79,103.00,92.48
01/20/2014,0,0,0,0
01/17/2014,0,0,0,0
01/16/2014,0,0,0,0
01/15/2014,0,0,0,0
01/14/2014,0,0,0,0
01/13/2014,0,0,0,0
01/10/2014,0,0,0,0
01/09/2014,0,0,0,0
01/08/2014,4680,87.50,103.64,91.30
01/07/2014,10372,89.79,108.47,98.12
01/06/2014,0,0,0,0
01/03/2014,0,0,0,0
01/02/2014,0,0,0,0
12/31/2013,7057,86.00,103.00,91.64
12/30/2013,2100,88.49,93.75,89.99
12/27/2013,0,0,0,0
12/26/2013,2700,95.00,103.64,99.80
12/24/2013,0,0,0,0
12/23/2013,7350,87.64,105.38,92.32
12/20/2013,0,0,0,0
12/19/2013,0,0,0,0
12/18/2013,5460,87.64,104.70,100.22
12/17/2013,0,0,0,0
12/16/2013,0,0,0,0
12/13/2013,5700,90.25,98.00,91.87
12/12/2013,14556,86.00,111.75,107.59
12/11/2013,7200,87.64,103.64,90.95
12/10/2013,0,0,0,0
12/09/2013,0,0,0,0
12/06/2013,0,0,0,0
12/05/2013,0,0,0,0
12/04/2013,2700,89.79,97.60,92.39
12/03/2013,0,0,0,0
12/02/2013,0,0,0,0
11/29/2013,0,0,0,0
11/27/2013,5586,92.25,106.64,94.80
11/26/2013,9813,89.79,106.64,97.55
11/25/2013,0,0,0,0
11/22/2013,0,0,0,0
11/21/2013,0,0,0,0
11/20/2013,5225,87.64,104.00,92.96
11/19/2013,0,0,0,0
11/18/2013,0,0,0,0
11/15/2013,2100,86.00,106.64,95.92
11/14/2013,5400,86.00,87.64,86.46
11/13/2013,0,0,0,0
11/12/2013,6810,89.79,105.14,97.14
11/08/2013,0,0,0,0
11/07/2013,0,0,0,0
11/06/2013,2100,87.64,97.60,90.49
11/05/2013,4050,89.79,97.46,94.05
11/04/2013,10494,102.00,115.65,103.91
11/01/2013,10500,86.00,89.25,88.79
10/31/2013,23347,95.16,102.00,101.23
10/30/2013,5580,87.38,103.38,92.71
10/29/2013,0,0,0,0
10/28/2013,0,0,0,0
10/25/2013,0,0,0,0
10/24/2013,0,0,0,0
10/23/2013,6900,87.74,95.00,92.11
10/22/2013,6750,82.25,93.46,85.99
10/21/2013,0,0,0,0
10/18/2013,0,0,0,0
10/17/2013,2250,86.00,95.70,89.23
09/30/2013,5250,98.01,100.63,99.65
09/27/2013,0,0,0,0
09/26/2013,0,0,0,0
09/25/2013,5850,88.99,93.50,90.06
09/24/2013,2495,93.00,101.68,99.58
09/23/2013,0,0,0,0
09/20/2013,0,0,0,0
09/19/2013,2552,84.63,97.38,89.73
09/18/2013,6000,89.48,97.38,92.23
09/17/2013,0,0,0,0
09/16/2013,0,0,0,0
09/13/2013,0,0,0,0
09/12/2013,0,0,0,0
09/11/2013,4650,87.38,95.38,89.77
09/10/2013,0,0,0,0
09/09/2013,0,0,0,0
09/06/2013,0,0,0,0
09/05/2013,0,0,0,0
09/04/2013,6903,53.85,95.28,80.06
09/03/2013,0,0,0,0
09/02/2013,0,0,0,0
08/30/2013,0,0,0,0
08/29/2013,0,0,0,0
08/28/2013,2700,85.85,89.48,87.46
08/27/2013,0,0,0,0
08/26/2013,0,0,0,0
08/23/2013,0,0,0,0
08/22/2013,0,0,0,0
08/21/2013,6900,79.60,92.50,88.04
08/20/2013,0,0,0,0
08/19/2013,0,0,0,0
08/16/2013,0,0,0,0
08/15/2013,0,0,0,0
08/14/2013,8400,85.60,93.15,90.26
08/13/2013,0,0,0,0
08/12/2013,0,0,0,0
08/09/2013,0,0,0,0
08/08/2013,0,0,0,0
08/07/2013,7080,82.27,92.91,88.44
08/06/2013,0,0,0,0
08/05/2013,0,0,0,0
08/02/2013,0,0,0,0
08/01/2013,0,0,0,0
07/31/2013,8850,82.27,89.95,85.33
07/30/2013,0,0,0,0
07/29/2013,0,0,0,0
07/26/2013,0,0,0,0
07/25/2013,0,0,0,0
07/24/2013,5790,76.85,88.52,85.46
07/23/2013,0,0,0,0
07/22/2013,0,0,0,0
07/19/2013,0,0,0,0
07/18/2013,0,0,0,0
07/17/2013,3000,79.90,88.76,85.49
07/16/2013,6900,80.99,90.61,87.30
07/15/2013,0,0,0,0
07/12/2013,0,0,0,0
07/11/2013,0,0,0,0
07/10/2013,3000,80.85,91.66,85.31
07/09/2013,3810,91.94,94.87,93.25
07/08/2013,2640,91.66,93.47,92.65
07/05/2013,0,0,0,0
07/04/2013,0,0,0,0
07/03/2013,3450,81.11,85.00,82.44
07/02/2013,5400,76.15,87.90,81.22
07/01/2013,0,0,0,0
06/28/2013,0,0,0,0
06/27/2013,0,0,0,0
06/26/2013,8100,78.60,86.25,83.67
06/25/2013,0,0,0,0
06/24/2013,2160,88.50,93.76,91.57
06/21/2013,0,0,0,0
06/20/2013,0,0,0,0
06/19/2013,7260,75.02,89.30,80.13
06/18/2013,0,0,0,0
06/17/2013,9570,73.25,91.58,80.31
06/14/2013,0,0,0,0
06/13/2013,5250,87.49,87.49,87.49
06/12/2013,8700,80.25,87.49,82.76
06/11/2013,0,0,0,0
06/10/2013,4860,79.47,87.49,83.38
06/07/2013,0,0,0,0
06/06/2013,0,0,0,0
06/05/2013,8550,74.25,80.08,76.53
06/04/2013,0,0,0,0
06/03/2013,0,0,0,0
05/31/2013,0,0,0,0
05/30/2013,6603,77.34,89.72,87.43
05/29/2013,9900,72.25,80.08,75.08
05/28/2013,0,0,0,0
05/24/2013,7260,84.20,89.72,85.28
05/23/2013,0,0,0,0
05/22/2013,0,0,0,0
05/21/2013,7350,69.75,77.34,73.47
05/20/2013,0,0,0,0
05/17/2013,0,0,0,0
05/16/2013,0,0,0,0
05/15/2013,2730,71.60,85.34,80.88
05/14/2013,13953,74.51,97.40,80.40
